Flash time (UTC)                 (    Lat,     Lon)   Radiance  Milliseconds  Groups  Events Orbit-ID
2011-094T11:51:15.8304Z [Apr 04] ( 24.231,  89.548)     129914           208      10      18    76240
2011-094T11:51:16.4018Z [Apr 04] ( 24.219,  89.569)     469072           311      20      47    76240
2011-094T11:51:16.5787Z [Apr 04] ( 25.450,  90.540)     142365           291       9      24    76240
2011-094T11:51:16.7023Z [Apr 04] ( 24.370,  89.717)      48779           211       5       9    76240
2011-094T11:51:16.9279Z [Apr 04] ( 25.107,  90.923)     145719           490      10      22    76240
2011-094T11:51:17.1450Z [Apr 04] ( 25.127,  90.787)      61034           130       5       7    76240
2011-094T11:51:18.0972Z [Apr 04] ( 24.956,  90.710)     579177           264       3      43    76240
2011-094T11:51:19.0570Z [Apr 04] ( 25.516,  90.857)     354821           391       8      35    76240
2011-094T11:51:22.0545Z [Apr 04] ( 24.894,  90.777)      84394            19       4      12    76240
2011-094T11:51:22.6093Z [Apr 04] ( 25.396,  90.760)     120640           277       7      17    76240
2011-094T11:51:22.6364Z [Apr 04] ( 25.133,  90.834)       8341             0       1       1    76240
2011-094T11:51:23.6459Z [Apr 04] ( 25.084,  90.839)      24779           136       2       4    76240
2011-094T11:51:23.7751Z [Apr 04] ( 25.238,  90.788)      69160           382       8      13    76240
2011-094T11:51:25.3665Z [Apr 04] ( 24.934,  90.801)      61085            98       3       6    76240
2011-094T11:51:25.7982Z [Apr 04] ( 24.960,  90.859)     201036           361       6      25    76240
2011-095T10:54:31.6575Z [Apr 05] ( 25.568,  92.163)      57698           170       3       5    76255
2011-095T10:54:47.9186Z [Apr 05] ( 25.584,  92.143)     578443           284       7      57    76255
2011-095T10:55:02.0777Z [Apr 05] ( 25.606,  92.184)     110221            91       7      11    76255
2011-095T10:55:36.4230Z [Apr 05] ( 25.561,  92.236)     106693           214       6       9    76255
2011-096T09:58:01.0336Z [Apr 06] ( 27.470,  88.634)     333369           334      16      30    76270
2011-096T09:58:30.3921Z [Apr 06] ( 27.078,  90.511)      59501           123       7       9    76270
2011-096T09:58:45.6487Z [Apr 06] ( 27.087,  90.430)      95536           113       4       9    76270
2011-096T09:58:51.2461Z [Apr 06] ( 27.099,  90.498)     258750           393      10      21    76270
2011-096T09:59:09.1418Z [Apr 06] ( 27.080,  90.465)     261763           105       4      21    76270
2011-096T09:59:14.7136Z [Apr 06] ( 27.093,  90.443)      84591            23       2       8    76270
2011-096T09:59:18.2588Z [Apr 06] ( 27.090,  90.497)     513860           386      14      36    76270
2011-096T09:59:26.2070Z [Apr 06] ( 27.087,  90.511)     249458           127       6      22    76270
2011-096T09:59:34.8405Z [Apr 06] ( 27.096,  90.483)      50962           102       2       5    76270
2011-096T09:59:36.9606Z [Apr 06] ( 27.100,  90.524)      60998            98       5       9    76270
2011-096T09:59:40.2907Z [Apr 06] ( 27.104,  90.460)     109843            16       3       9    76270
2011-096T09:59:45.6620Z [Apr 06] ( 27.125,  90.504)      63705            41       2       5    76270
2011-096T09:59:50.1775Z [Apr 06] ( 27.070,  90.579)     705386           764      25      52    76270
2011-098T09:45:03.7652Z [Apr 08] ( 26.979,  88.820)     135807           185       5      10    76301
2011-098T09:45:04.2270Z [Apr 08] ( 27.000,  88.961)      57098           123       4       6    76301
2011-098T09:45:05.7023Z [Apr 08] ( 27.029,  88.621)      14650             0       1       1    76301
2011-098T09:45:06.4792Z [Apr 08] ( 27.117,  89.036)     104406             0       1       9    76301
2011-098T09:45:07.7827Z [Apr 08] ( 27.049,  88.935)     314174           284      10      22    76301
2011-098T09:45:12.7495Z [Apr 08] ( 27.015,  88.943)      51427             0       1       3    76301
2011-098T09:45:15.5464Z [Apr 08] ( 27.044,  88.928)     117094           214       3       6    76301
2011-098T09:45:16.5238Z [Apr 08] ( 27.020,  88.852)      10650             0       1       1    76301
2011-098T09:45:18.6222Z [Apr 08] ( 27.014,  88.961)     119904           175       6       9    76301
2011-098T09:45:20.9589Z [Apr 08] ( 27.046,  88.988)      76712           209       5       8    76301
2011-098T09:45:23.4619Z [Apr 08] ( 26.981,  88.793)     376534           180       7      16    76301
2011-098T09:45:23.5925Z [Apr 08] ( 27.016,  89.066)      30830             0       1       3    76301
2011-098T09:45:23.9865Z [Apr 08] ( 27.036,  88.929)     114384           141       3       6    76301
2011-098T09:45:28.2392Z [Apr 08] ( 27.004,  88.949)      12470             0       1       1    76301
2011-098T09:45:28.3734Z [Apr 08] ( 27.020,  88.632)     261799           241       8      19    76301
2011-098T09:45:29.7447Z [Apr 08] ( 27.070,  88.939)     220277           139       6      15    76301
2011-098T09:45:34.7080Z [Apr 08] ( 26.995,  88.957)     173930           168       6      13    76301
2011-098T09:45:37.3185Z [Apr 08] ( 27.024,  88.944)     216260           248       3      10    76301
2011-098T09:45:39.2059Z [Apr 08] ( 27.040,  89.011)      68161            42       2       7    76301
2011-098T09:45:40.6576Z [Apr 08] ( 27.018,  88.857)      53782             9       2       5    76301
2011-098T09:45:41.7466Z [Apr 08] ( 26.976,  88.954)      74014            92       4       7    76301
2011-098T09:45:44.7043Z [Apr 08] ( 27.022,  89.207)     235713           173       7      27    76301
2011-098T09:45:45.4385Z [Apr 08] ( 27.028,  88.941)     185667            41       3      15    76301
2011-098T09:45:46.5611Z [Apr 08] ( 26.976,  88.980)     660690           359      14      51    76301
2011-098T09:45:48.9495Z [Apr 08] ( 27.019,  89.034)      70453             0       1       5    76301
2011-098T09:45:51.9128Z [Apr 08] ( 27.051,  88.982)      55565             0       1       4    76301
2011-098T09:45:54.5520Z [Apr 08] ( 26.983,  88.986)     267657           127       4      14    76301
2011-098T09:45:54.8349Z [Apr 08] ( 26.957,  88.864)     444674           152       4      18    76301
2011-098T09:45:56.7218Z [Apr 08] ( 27.010,  88.987)      55423           163       4       5    76301
2011-098T09:45:57.6278Z [Apr 08] ( 27.004,  88.679)     539804           277      11      31    76301
2011-098T09:45:59.1891Z [Apr 08] ( 27.039,  89.043)     104348            37       3       9    76301
2011-098T09:46:03.5704Z [Apr 08] ( 26.930,  89.012)      41748           322       3       6    76301
2011-098T09:46:03.7996Z [Apr 08] ( 26.977,  89.015)      75840            91       4       6    76301
2011-098T09:46:06.9046Z [Apr 08] ( 27.008,  88.981)     217397           162       9      17    76301
2011-098T09:46:10.9814Z [Apr 08] ( 27.000,  88.693)     132043            32       3       8    76301
2011-098T09:46:11.0819Z [Apr 08] ( 26.969,  89.022)      80242           207       7      11    76301
2011-098T09:46:15.6668Z [Apr 08] ( 27.068,  89.420)      73509           138       3       9    76301
2011-098T09:46:15.7120Z [Apr 08] ( 26.940,  89.011)      36679             0       1       3    76301
2011-098T09:46:25.8370Z [Apr 08] ( 26.951,  89.031)     157379           127       5      16    76301
2011-098T09:46:32.9701Z [Apr 08] ( 26.980,  89.012)      40205             2       2       6    76301
2011-099T02:17:49.4868Z [Apr 09] ( 23.085,  87.556)     111468           284       7      12    76312
2011-099T02:17:49.5602Z [Apr 09] ( 23.076,  87.624)    1721146            12       7      48    76312
2011-099T02:17:49.5818Z [Apr 09] ( 23.054,  87.677)     142102             1       2      12    76312
2011-099T08:49:58.7401Z [Apr 09] ( 24.756,  88.850)     714587           282       7      47    76316
2011-099T08:50:16.6429Z [Apr 09] ( 27.348,  88.789)     401239           118      13      34    76316
2011-099T08:50:56.9589Z [Apr 09] ( 27.470,  88.748)     897404           465      21      53    76316
2011-100T07:54:12.6529Z [Apr 10] ( 26.967,  88.235)      22406             0       1       2    76331
2011-100T07:54:18.2589Z [Apr 10] ( 26.982,  88.369)    1214845           936      37      90    76331
2011-100T07:54:21.8594Z [Apr 10] ( 27.047,  87.949)     136906            50       3      11    76331
2011-100T07:54:34.2406Z [Apr 10] ( 27.009,  87.981)     221903            19       2      12    76331
2011-100T07:54:43.5817Z [Apr 10] ( 27.043,  87.978)      72559             0       1       5    76331
2011-100T07:54:49.2575Z [Apr 10] ( 26.987,  88.237)      60299            26       4       7    76331
2011-100T07:55:03.3985Z [Apr 10] ( 27.022,  88.271)     105866           216       2       8    76331
2011-100T07:55:10.2794Z [Apr 10] ( 25.539,  92.303)     174040           175       7      11    76331
2011-100T07:55:12.4602Z [Apr 10] ( 25.557,  92.412)      12610             0       1       1    76331
2011-100T07:55:13.3481Z [Apr 10] ( 27.039,  87.998)     117288            62       4      14    76331
2011-100T07:55:21.7204Z [Apr 10] ( 25.587,  92.360)      48770            66       3       4    76331
2011-100T07:55:26.2093Z [Apr 10] ( 26.999,  88.260)      75817           185       3       7    76331
2011-100T07:55:31.3228Z [Apr 10] ( 25.774,  92.435)      77898            19       4       9    76331
2011-100T07:55:33.1203Z [Apr 10] ( 25.651,  92.455)      11710             0       1       1    76331
2011-100T07:55:38.6046Z [Apr 10] ( 25.563,  92.297)      56219           105       3       4    76331
2011-100T07:55:53.9778Z [Apr 10] ( 25.615,  92.350)      63887             0       1       4    76331
2011-100T07:55:55.3526Z [Apr 10] ( 25.762,  92.441)      82590             2       2       7    76331
2011-100T07:55:59.1682Z [Apr 10] ( 25.652,  92.389)      43336            69       2       3    76331
2011-100T07:56:00.4878Z [Apr 10] ( 25.618,  91.814)     445954           245      15      36    76331
2011-100T07:56:27.5653Z [Apr 10] ( 25.575,  92.413)     131500           391       7      12    76331
2011-100T07:56:27.9447Z [Apr 10] ( 25.692,  92.438)      25157            66       2       2    76331
2011-101T02:04:45.8814Z [Apr 11] ( 26.799,  88.121)     398042           476      13      32    76343
2011-101T02:04:55.2602Z [Apr 11] ( 26.828,  88.110)      87668            67       3       7    76343
2011-101T02:05:15.0504Z [Apr 11] ( 26.811,  88.101)     284851           284       7      28    76343
2011-101T02:05:22.1779Z [Apr 11] ( 26.727,  88.568)      46181             0       1       4    76343
2011-101T02:05:32.4732Z [Apr 11] ( 26.758,  88.247)     359859           456      12      41    76343
2011-101T02:05:34.6074Z [Apr 11] ( 26.822,  88.129)     192796           120       7      16    76343
2011-102T01:09:08.5994Z [Apr 12] ( 26.582,  90.075)      61041            30       5       5    76358
2011-102T01:09:16.8480Z [Apr 12] ( 26.642,  90.037)     164019           222       5      14    76358
2011-102T01:09:19.4103Z [Apr 12] ( 26.651,  90.104)     570271           333      15      30    76358
2011-102T01:09:20.4038Z [Apr 12] ( 26.570,  90.117)     730664           607      30      60    76358
2011-102T01:09:26.1655Z [Apr 12] ( 26.663,  90.066)     306560           435      15      36    76358
2011-102T01:09:26.5811Z [Apr 12] ( 26.643,  90.312)     231853           164      11      24    76358
2011-102T01:09:29.1559Z [Apr 12] ( 26.632,  90.074)     167739           220       7      13    76358
2011-102T01:09:33.9418Z [Apr 12] ( 26.586,  90.078)     887438           743      21      69    76358
2011-102T01:09:35.8754Z [Apr 12] ( 26.655,  90.049)      58412           178       5       8    76358
2011-102T01:09:37.7734Z [Apr 12] ( 26.130,  90.026)    1679971           347      16      76    76358
2011-102T01:09:38.0060Z [Apr 12] ( 26.676,  90.069)     192711            71       4      16    76358
2011-102T01:09:40.5236Z [Apr 12] ( 26.629,  90.057)     214366           194       9      22    76358
2011-102T01:09:45.4793Z [Apr 12] ( 26.677,  90.156)      98110            98       2      16    76358
2011-102T01:09:47.7803Z [Apr 12] ( 26.591,  90.115)     342791           356      14      31    76358
2011-102T01:09:47.7893Z [Apr 12] ( 26.694,  90.061)      62790           191       3       7    76358
2011-102T01:09:49.2626Z [Apr 12] ( 26.636,  90.069)     105081            78       8      11    76358
2011-102T01:09:52.3425Z [Apr 12] ( 26.677,  90.035)      55322           102       3       6    76358
2011-102T01:09:56.7580Z [Apr 12] ( 26.579,  90.091)     184618           191       3       7    76358
2011-102T01:09:58.3781Z [Apr 12] ( 26.632,  90.074)    1102545           458      27      69    76358
2011-102T01:10:01.3931Z [Apr 12] ( 26.682,  90.124)     184438           154       7      15    76358
2011-102T01:10:03.1786Z [Apr 12] ( 26.594,  90.113)     190205           291       6      20    76358
2011-102T01:10:04.5087Z [Apr 12] ( 26.671,  90.060)     141557           288       5      12    76358
2011-102T01:10:10.1167Z [Apr 12] ( 26.651,  90.094)     105109           406      10      16    76358
2011-102T01:10:10.1629Z [Apr 12] ( 26.695,  90.124)      59585            75       3       6    76358
2011-102T01:10:11.6920Z [Apr 12] ( 26.619,  90.065)      21312             0       1       2    76358
2011-102T01:10:14.8558Z [Apr 12] ( 26.646,  90.087)     661473           311      15      45    76358
2011-102T01:10:15.7296Z [Apr 12] ( 26.715,  90.091)      78670           171       3       9    76358
2011-102T01:10:17.8175Z [Apr 12] ( 26.591,  90.153)     764207           404      19      53    76358
2011-102T01:10:21.5200Z [Apr 12] ( 26.654,  90.105)     122242           213       5      12    76358
2011-102T01:10:24.2808Z [Apr 12] ( 26.674,  90.072)     548278           238      13      42    76358
2011-102T01:10:26.6481Z [Apr 12] ( 26.671,  90.125)     105318           141       7       9    76358
2011-102T01:10:29.7742Z [Apr 12] ( 26.699,  90.106)      27264            51       3       3    76358
2011-102T01:10:32.0179Z [Apr 12] ( 26.639,  90.111)     191428           315       6      16    76358
2011-102T01:10:37.4856Z [Apr 12] ( 26.647,  90.065)     202637           440      10      20    76358
2011-102T01:10:42.7428Z [Apr 12] ( 26.656,  90.127)     241814           331      13      21    76358
2011-102T01:10:43.2941Z [Apr 12] ( 26.651,  90.245)      97696             0       1      11    76358
2011-102T07:40:48.4693Z [Apr 12] ( 27.180,  88.738)     102060             0       1       4    76362
2011-102T07:41:03.0098Z [Apr 12] ( 26.944,  88.074)     342090            39       6      14    76362
2011-102T07:41:04.6857Z [Apr 12] ( 26.964,  89.860)     166359           102       5      15    76362
2011-102T07:41:09.1941Z [Apr 12] ( 26.955,  90.313)      73045            53       3       7    76362
2011-102T07:41:18.2629Z [Apr 12] ( 26.961,  89.271)     322611           187      10      24    76362
