Flash time (UTC)                 (    Lat,     Lon)   Radiance  Milliseconds  Groups  Events Orbit-ID
2012-100T15:49:24.1360Z [Apr 09] ( 22.345,  88.481)     215498           270      11      31    82025
2012-100T15:49:24.1415Z [Apr 09] ( 22.261,  88.421)      16097           189       2       4    82025
2012-100T15:49:25.7510Z [Apr 09] ( 21.668,  88.914)     210396           215      12      26    82025
2012-100T15:49:26.2737Z [Apr 09] ( 22.218,  88.529)      11009             0       1       2    82025
2012-100T15:49:26.9345Z [Apr 09] ( 22.039,  89.052)     438471           429      16      48    82025
2012-100T15:49:27.0671Z [Apr 09] ( 21.624,  89.290)     240004           324       5      27    82025
2012-100T15:49:31.2676Z [Apr 09] ( 21.714,  88.822)      53563            39       3       8    82025
2012-100T15:49:32.8555Z [Apr 09] ( 21.835,  88.935)     839525           298      18      73    82025
2012-100T15:49:32.9454Z [Apr 09] ( 22.003,  88.940)     217682           331      16      39    82025
2012-100T15:49:33.0168Z [Apr 09] ( 21.951,  88.940)      57439            62       4       7    82025
2012-100T15:49:33.2193Z [Apr 09] ( 21.684,  88.975)     140794           257      12      22    82025
2012-100T15:49:33.3178Z [Apr 09] ( 21.742,  89.754)    1177329           707      35     124    82025
2012-100T15:49:33.3751Z [Apr 09] ( 21.741,  88.912)     310535           318      11      35    82025
2012-100T15:49:35.9926Z [Apr 09] ( 21.675,  88.912)     384514           451      22      48    82025
2012-100T15:49:38.5026Z [Apr 09] ( 21.632,  88.895)     118741           166       5      15    82025
2012-100T15:49:39.5273Z [Apr 09] ( 21.944,  89.118)    2567135           855      64     243    82025
2012-100T15:49:40.8162Z [Apr 09] ( 21.246,  89.689)     194170           125      10      30    82025
2012-100T15:49:42.0478Z [Apr 09] ( 21.673,  88.911)      46992           281       5      10    82025
2012-100T15:49:42.3453Z [Apr 09] ( 21.697,  88.820)     771980           127      12      67    82025
2012-100T15:49:42.6870Z [Apr 09] ( 22.264,  88.450)      21330             0       1       4    82025
2012-100T15:49:44.2237Z [Apr 09] ( 21.428,  89.680)      39335           185       3       9    82025
2012-100T15:49:44.4006Z [Apr 09] ( 21.503,  89.695)      66053           184       2      15    82025
2012-100T15:49:44.6925Z [Apr 09] ( 21.513,  89.468)    1030802           343      26     107    82025
2012-100T15:49:44.7156Z [Apr 09] ( 21.656,  88.923)      33220           107       2       4    82025
2012-100T15:49:45.3086Z [Apr 09] ( 21.900,  88.834)    2605264           356      22     189    82025
2012-100T15:49:46.8161Z [Apr 09] ( 20.652,  90.246)      48621           128       2       8    82025
2012-100T15:49:46.8503Z [Apr 09] ( 21.661,  88.871)     220694           262       8      26    82025
2012-100T15:49:47.5106Z [Apr 09] ( 22.003,  89.012)      59850             7       2       8    82025
2012-100T15:49:48.3055Z [Apr 09] ( 21.392,  89.511)     265989           424      19      39    82025
2012-100T15:49:49.0593Z [Apr 09] ( 22.007,  89.001)     461584           397      19      58    82025
2012-100T15:49:49.4337Z [Apr 09] ( 21.831,  88.917)     446209           243      12      56    82025
2012-100T15:49:49.4894Z [Apr 09] ( 20.717,  90.059)       8885            42       2       2    82025
2012-100T15:49:49.8402Z [Apr 09] ( 20.748,  89.919)       4158             0       1       1    82025
2012-100T15:49:50.7965Z [Apr 09] ( 22.339,  88.518)     287405           341       7      34    82025
2012-100T15:49:51.3567Z [Apr 09] ( 21.590,  89.629)      77579           193       4      11    82025
2012-100T15:49:51.5824Z [Apr 09] ( 21.683,  88.939)     105395           397      10      24    82025
2012-100T15:49:54.6708Z [Apr 09] ( 21.960,  88.865)     199636           412       3      28    82025
2012-100T15:49:54.7748Z [Apr 09] ( 21.974,  88.831)    2675815           309      12     188    82025
2012-100T15:49:55.4748Z [Apr 09] ( 20.637,  90.201)     104517           153       6      17    82025
2012-100T15:49:55.8527Z [Apr 09] ( 21.665,  88.926)     196054           352      13      30    82025
2012-100T15:49:56.3808Z [Apr 09] ( 20.703,  90.198)     193898           173       4      16    82025
2012-100T15:49:56.4074Z [Apr 09] ( 20.693,  90.246)      17145            16       3       3    82025
2012-100T15:49:56.5255Z [Apr 09] ( 21.439,  89.724)     563617           435      22      79    82025
2012-100T15:49:56.7029Z [Apr 09] ( 20.664,  90.490)      30153             7       3       5    82025
2012-100T15:49:57.0235Z [Apr 09] ( 20.741,  90.084)       5536             0       1       1    82025
2012-100T15:49:57.0969Z [Apr 09] ( 20.656,  90.111)     830363           384      18      83    82025
2012-100T15:49:57.3351Z [Apr 09] ( 22.012,  89.086)     633936           306      20      76    82025
2012-100T15:49:59.2903Z [Apr 09] ( 22.014,  89.028)      85986           187       6      14    82025
2012-100T15:49:59.7345Z [Apr 09] ( 21.834,  88.914)     233878           150      11      34    82025
2012-100T15:50:00.3983Z [Apr 09] ( 20.836,  90.013)     164384           245       9      24    82025
2012-100T15:50:00.4722Z [Apr 09] ( 20.777,  89.912)      15845             0       1       2    82025
2012-100T15:50:00.5973Z [Apr 09] ( 22.194,  88.565)     105041           121       3      15    82025
2012-100T15:50:01.8129Z [Apr 09] ( 20.630,  90.226)      39706             7       3       7    82025
2012-100T15:50:01.9275Z [Apr 09] ( 21.338,  90.540)      28402           200       5       7    82025
2012-100T15:50:02.4114Z [Apr 09] ( 20.937,  89.814)      25874             1       2       4    82025
2012-100T15:50:03.0591Z [Apr 09] ( 21.655,  88.919)    1206354           609      25      96    82025
2012-100T15:50:04.7963Z [Apr 09] ( 21.504,  89.393)     113854            81       7      22    82025
2012-100T15:50:05.1058Z [Apr 09] ( 20.737,  90.306)     361314             0       1      43    82025
2012-100T15:50:05.2113Z [Apr 09] ( 20.697,  90.184)    1098650           630      19     117    82025
2012-100T15:50:05.2134Z [Apr 09] ( 20.716,  90.206)    1421316           201       2      93    82025
2012-100T15:50:05.6822Z [Apr 09] ( 20.706,  90.707)    4771218           524      52     286    82025
2012-100T15:50:05.9636Z [Apr 09] ( 20.814,  90.689)      25833           239       2       5    82025
2012-100T15:50:06.5078Z [Apr 09] ( 22.269,  88.528)      21588           148       3       5    82025
2012-100T15:50:06.5329Z [Apr 09] ( 22.319,  88.461)      48749           194       3      11    82025
2012-100T15:50:07.6158Z [Apr 09] ( 21.666,  88.867)      77964            80       5      11    82025
2012-100T15:50:09.1686Z [Apr 09] ( 21.730,  88.897)     194081           388       9      33    82025
2012-100T15:50:09.2183Z [Apr 09] ( 20.695,  90.256)      30246            44       3       5    82025
2012-100T15:50:09.3294Z [Apr 09] ( 20.832,  91.938)      30666             9       2       3    82025
2012-100T15:50:09.4942Z [Apr 09] ( 21.188,  90.267)     331583           211      18      51    82025
2012-100T15:50:09.7610Z [Apr 09] ( 21.842,  88.955)     194818           168      12      28    82025
2012-100T15:50:10.2962Z [Apr 09] ( 20.859,  92.019)       5536             0       1       1    82025
2012-100T15:50:10.8605Z [Apr 09] ( 20.681,  90.485)     500268           238      11      46    82025
2012-100T15:50:10.9892Z [Apr 09] ( 20.702,  91.976)     269510           163       9      26    82025
2012-100T15:50:11.2489Z [Apr 09] ( 20.832,  92.076)      31417             1       2       4    82025
2012-100T15:50:11.3329Z [Apr 09] ( 20.798,  91.942)       4158             0       1       1    82025
2012-100T15:50:11.8560Z [Apr 09] ( 20.822,  92.105)    1748352          4468     119     260    82025
2012-100T15:50:12.7690Z [Apr 09] ( 20.629,  90.514)     183355           232      12      27    82025
2012-100T15:50:13.4781Z [Apr 09] ( 21.222,  90.564)      37329             0       1       4    82025
2012-100T15:50:13.7057Z [Apr 09] ( 20.823,  91.917)      10835             0       1       2    82025
2012-100T15:50:14.0529Z [Apr 09] ( 20.815,  92.292)     292972           676      20      35    82025
2012-100T15:50:14.4303Z [Apr 09] ( 20.695,  90.237)      34190             4       2       6    82025
2012-100T15:50:14.4755Z [Apr 09] ( 20.671,  90.102)      38547           368       6       7    82025
2012-100T15:50:14.8891Z [Apr 09] ( 22.253,  88.393)      18098             0       1       4    82025
2012-100T15:50:15.4172Z [Apr 09] ( 20.733,  91.949)    1973342           741      35     128    82025
2012-100T15:50:15.5172Z [Apr 09] ( 20.632,  90.293)    1726184           564      20     140    82025
2012-100T15:50:16.3484Z [Apr 09] ( 21.643,  88.942)    1589969           513      29     130    82025
2012-100T15:50:16.5991Z [Apr 09] ( 20.741,  90.588)     914193           196      21      75    82025
2012-100T15:50:16.6599Z [Apr 09] ( 20.858,  92.056)    1527893          1176      29     104    82025
2012-100T15:50:16.7368Z [Apr 09] ( 20.904,  92.161)      66413            69       3       8    82025
2012-100T15:50:16.9052Z [Apr 09] ( 20.772,  92.150)      80274           512      10      14    82025
2012-100T15:50:16.9604Z [Apr 09] ( 20.935,  89.951)     185432           145       9      18    82025
2012-100T15:50:17.2147Z [Apr 09] ( 20.853,  92.177)      33815             0       1       4    82025
2012-100T15:50:17.2343Z [Apr 09] ( 20.825,  92.226)      22128             0       1       4    82025
2012-100T15:50:17.2991Z [Apr 09] ( 20.691,  90.226)      52690            17       3       8    82025
2012-100T15:50:18.2785Z [Apr 09] ( 21.569,  89.638)     503622           393      14      55    82025
2012-100T15:50:18.3534Z [Apr 09] ( 20.795,  92.249)      19517           138       3       5    82025
2012-100T15:50:18.3805Z [Apr 09] ( 20.814,  92.039)       4158             0       1       1    82025
2012-100T15:50:18.4343Z [Apr 09] ( 21.803,  88.937)     134321           128       3      15    82025
2012-100T15:50:19.0071Z [Apr 09] ( 20.813,  92.153)     276899           463      14      41    82025
2012-100T15:50:19.3830Z [Apr 09] ( 20.800,  92.070)     416612           399      17      47    82025
2012-100T15:50:19.6679Z [Apr 09] ( 20.706,  92.068)    1409391          1002      53     177    82025
2012-100T15:50:19.7428Z [Apr 09] ( 20.791,  91.911)     335074           182      10      28    82025
2012-100T15:50:19.9594Z [Apr 09] ( 21.691,  88.856)     353788           157       3      32    82025
2012-100T15:50:20.1152Z [Apr 09] ( 21.730,  88.854)    1040141             0       1      35    82025
2012-100T15:50:20.1192Z [Apr 09] ( 20.871,  92.220)     189940           410      11      28    82025
2012-100T15:50:20.1870Z [Apr 09] ( 20.809,  92.209)      66222           152       4       9    82025
2012-100T15:50:20.5649Z [Apr 09] ( 20.831,  92.089)     344158           447      15      40    82025
2012-100T15:50:20.8478Z [Apr 09] ( 21.968,  88.998)    1609131           585      44     158    82025
2012-100T15:50:21.1468Z [Apr 09] ( 20.758,  92.209)      49318           368       7      11    82025
2012-100T15:50:21.1518Z [Apr 09] ( 20.836,  91.951)     611249           516      20      55    82025
2012-100T15:50:21.3242Z [Apr 09] ( 21.293,  90.596)      12811             0       1       3    82025
2012-100T15:50:21.3976Z [Apr 09] ( 20.775,  92.122)     107814           218      11      15    82025
2012-100T15:50:21.4011Z [Apr 09] ( 20.819,  92.129)    1514579          4046      83     203    82025
2012-100T15:50:21.4242Z [Apr 09] ( 20.844,  92.027)      44899           178       2       6    82025
2012-100T15:50:22.0689Z [Apr 09] ( 20.784,  92.184)     282238           401      19      34    82025
2012-100T15:50:22.1654Z [Apr 09] ( 20.809,  92.054)      21098           127       2       4    82025
2012-100T15:50:22.4664Z [Apr 09] ( 21.528,  89.798)    1407254           519      42     147    82025
2012-100T15:50:22.5468Z [Apr 09] ( 21.554,  89.970)     188642           245      18      38    82025
2012-100T15:50:22.7995Z [Apr 09] ( 20.777,  91.970)     159518           626      10      28    82025
2012-100T15:50:22.8764Z [Apr 09] ( 21.664,  88.910)      48033           252       6      10    82025
2012-100T15:50:22.8940Z [Apr 09] ( 20.579,  90.256)     106234           338       8      20    82025
2012-100T15:50:23.0302Z [Apr 09] ( 20.639,  90.283)      32394           159       3       7    82025
2012-100T15:50:24.5789Z [Apr 09] ( 20.755,  92.042)      63281             2       2       6    82025
2012-100T15:50:24.5900Z [Apr 09] ( 21.837,  88.946)     566812           209      12      58    82025
2012-100T15:50:24.7206Z [Apr 09] ( 21.381,  89.563)    1690951           757      47     172    82025
2012-100T15:50:24.7473Z [Apr 09] ( 21.521,  89.435)     900980           431      12      86    82025
2012-100T15:50:24.9623Z [Apr 09] ( 20.714,  90.472)     401355            92       3      29    82025
2012-100T15:50:25.0784Z [Apr 09] ( 20.628,  90.535)       5473             0       1       1    82025
2012-100T15:50:25.2829Z [Apr 09] ( 20.651,  90.229)     401432           443      13      49    82025
2012-100T15:50:25.3076Z [Apr 09] ( 20.827,  90.016)     140373            80       4      20    82025
2012-100T15:50:25.7503Z [Apr 09] ( 20.924,  89.864)      21970            74       4       4    82025
2012-100T15:50:25.8447Z [Apr 09] ( 20.728,  91.956)    1185893           813      36      99    82025
2012-100T15:50:25.8593Z [Apr 09] ( 20.823,  92.086)      71700           422       6      12    82025
2012-100T15:50:25.8593Z [Apr 09] ( 20.693,  90.168)    1876713           146      11     116    82025
2012-100T15:50:25.9166Z [Apr 09] ( 20.850,  92.312)    1690484           583      36     142    82025
2012-100T15:50:26.0563Z [Apr 09] ( 20.860,  92.170)      75330           431       7      19    82025
2012-100T15:50:26.4035Z [Apr 09] ( 20.790,  92.187)      36476            51       2       5    82025
2012-100T15:50:26.4322Z [Apr 09] ( 20.767,  92.143)     274367           515      20      38    82025
2012-100T15:50:26.4392Z [Apr 09] ( 20.703,  90.121)     152168           118       8      19    82025
2012-100T15:50:26.9749Z [Apr 09] ( 20.798,  92.064)     280346            26       4      21    82025
2012-100T15:50:27.2613Z [Apr 09] ( 20.855,  92.077)     104957           152       8      17    82025
2012-100T15:50:27.4045Z [Apr 09] ( 20.741,  92.129)      13043             0       1       3    82025
2012-100T15:50:27.4347Z [Apr 09] ( 22.218,  88.553)     215688           310       8      27    82025
2012-100T15:50:27.5080Z [Apr 09] ( 20.811,  92.223)     178959           488       8      25    82025
2012-100T15:50:27.7643Z [Apr 09] ( 21.654,  88.970)     821326           227      15      68    82025
2012-100T15:50:27.9522Z [Apr 09] ( 20.837,  92.127)     743252          1020      39     114    82025
